TransactionID,CustomerID,TransactionDate,ProductCategory,Quantity,UnitPrice,PaymentMethod,Country,TotalAmount
111528,1696,2023-02-21,Sports,2,2296.22,UPI,Australia,4592.44
111529,2237,2023-01-17,Beauty,4,1098.53,Cash,Canada,4394.12
111530,3406,2023-12-08,Clothing,1,2919.9,Net Banking,UK,2919.9
111531,1248,2023-01-09,Sports,5,1716.54,UPI,India,8582.7
111532,1637,2023-06-29,Clothing,4,263.26,Net Banking,India,1053.04
111533,1949,2023-01-03,Sports,5,1744.4,UPI,USA,8722.0
111534,2904,2023-10-05,Sports,4,144.94,Debit Card,Australia,579.76
111535,4587,2023-07-01,Groceries,3,2700.04,UPI,UK,8100.12
111536,2111,2023-10-19,Groceries,2,323.2,Cash,Australia,646.4
111537,1175,2023-06-16,Sports,4,491.62,UPI,Canada,1966.48
111538,1722,2023-09-08,Beauty,3,4697.98,Debit Card,Australia,14093.939999999999
111539,4842,2023-10-01,Beauty,5,2941.52,UPI,Australia,14707.6
111540,4674,2023-03-22,Clothing,2,4545.58,UPI,Canada,9091.16
111541,5866,2023-01-27,Sports,3,405.46,Credit Card,Australia,1216.3799999999999
111542,2947,2023-04-28,Beauty,1,4938.06,Net Banking,India,4938.06
111543,1702,2023-08-15,Groceries,3,3831.23,UPI,Canada,11493.69
111544,3128,2023-12-18,Home & Kitchen,4,4085.43,Cash,India,16341.72
111545,1926,2023-07-14,Groceries,1,4562.04,Credit Card,India,4562.04
111546,5233,2023-05-21,Clothing,4,4704.47,Debit Card,UK,18817.88
111547,4504,2023-09-30,Sports,5,3588.33,Credit Card,India,17941.65
111548,3517,2023-11-13,Groceries,4,3073.02,UPI,India,12292.08
111549,3397,2023-08-31,Sports,2,658.15,UPI,USA,1316.3
111550,2149,2023-01-17,Electronics,5,586.36,Net Banking,Canada,2931.8
111551,4380,2023-07-03,Home & Kitchen,1,1567.92,Credit Card,Australia,1567.92
111552,2878,2023-02-17,Home & Kitchen,3,2090.07,Debit Card,India,6270.210000000001
111553,2253,2023-01-16,Groceries,3,4947.91,Debit Card,Australia,14843.73
111554,2483,2023-07-12,Beauty,2,3223.41,UPI,Australia,6446.82
111555,1309,2023-10-10,Clothing,3,3254.11,Debit Card,India,9762.33
111556,4952,2023-01-14,Beauty,2,2767.56,Credit Card,UK,5535.12
111557,4049,2023-12-14,Groceries,4,691.39,Debit Card,UK,2765.56
111558,2564,2023-08-16,Clothing,4,2754.3,Net Banking,India,11017.2
111559,2500,2023-04-26,Sports,3,1350.69,Net Banking,USA,4052.07
111560,5865,2023-11-02,Home & Kitchen,3,2857.51,UPI,USA,8572.53
111561,1015,2023-08-12,Clothing,2,1518.51,Credit Card,Australia,3037.02
111562,1605,2023-01-29,Electronics,5,2597.13,Net Banking,Australia,12985.650000000001
111563,2381,2023-01-28,Groceries,3,3141.42,Debit Card,Australia,9424.26
111564,5908,2023-02-15,Groceries,5,2359.24,UPI,UK,11796.199999999999
111565,4383,2023-03-01,Beauty,1,144.8,Net Banking,Canada,144.8
111566,1894,2023-12-21,Sports,3,848.7,Cash,India,2546.1000000000004
111567,2567,2023-05-28,Electronics,1,3067.83,Cash,Australia,3067.83
111568,1413,2023-02-21,Beauty,3,1060.09,Net Banking,Canada,3180.2699999999995
111569,5120,2023-05-30,Electronics,1,1061.59,Cash,USA,1061.59
111570,3004,2023-11-20,Home & Kitchen,1,3465.7,Net Banking,UK,3465.7
111571,1315,2023-05-24,Clothing,3,2149.64,Net Banking,USA,6448.92
111572,5666,2023-05-29,Home & Kitchen,2,3639.58,Credit Card,Australia,7279.16
111573,5820,2023-06-21,Clothing,1,486.85,UPI,UK,486.85
111574,4055,2023-11-14,Beauty,3,3923.45,Credit Card,USA,11770.349999999999
111575,2849,2023-05-29,Electronics,4,2940.68,Net Banking,UK,11762.72
111576,2953,2023-04-14,Clothing,4,2650.46,Debit Card,USA,10601.84
111577,1388,2023-05-19,Sports,1,4037.67,UPI,Canada,4037.67
111578,3769,2023-04-30,Home & Kitchen,4,4742.53,UPI,USA,18970.12
111579,5539,2023-02-06,Groceries,2,3277.6,UPI,Canada,6555.2
111580,4046,2023-06-21,Groceries,2,707.94,UPI,UK,1415.88
111581,3415,2023-05-04,Groceries,4,3107.17,Cash,USA,12428.68
111582,3389,2023-10-05,Beauty,4,65.84,Debit Card,USA,263.36
111583,1303,2023-07-31,Home & Kitchen,3,1676.35,Cash,Australia,5029.049999999999
111584,1763,2023-07-13,Clothing,2,3523.25,Net Banking,USA,7046.5
111585,2973,2023-01-21,Home & Kitchen,3,4363.88,Net Banking,Canada,13091.64
111586,1815,2023-08-29,Home & Kitchen,2,1823.65,UPI,Canada,3647.3
111587,1877,2023-05-25,Beauty,2,1255.12,Net Banking,UK,2510.24
111588,5798,2023-10-19,Clothing,5,858.96,Net Banking,USA,4294.8
111589,3326,2023-05-22,Clothing,2,2451.94,Credit Card,UK,4903.88
111590,3429,2023-06-14,Home & Kitchen,1,2262.58,Credit Card,India,2262.58
111591,3060,2023-05-14,Home & Kitchen,1,2508.74,Debit Card,India,2508.74
111592,5398,2023-06-27,Sports,1,1354.42,Net Banking,Canada,1354.42
111593,2579,2023-03-26,Sports,4,2374.28,Credit Card,Canada,9497.12
111594,5255,2023-07-24,Sports,3,1788.12,Debit Card,Canada,5364.36
111595,3201,2023-02-07,Groceries,5,4924.86,Debit Card,Australia,24624.3
111596,4597,2023-12-01,Home & Kitchen,1,983.49,Credit Card,USA,983.49
111597,2203,2023-06-15,Electronics,4,643.42,Credit Card,USA,2573.68
111598,3424,2023-01-24,Groceries,3,4073.12,Cash,Australia,12219.36
111599,4875,2023-01-18,Electronics,4,3870.78,Debit Card,India,15483.12
111600,3823,2023-12-15,Home & Kitchen,4,4100.48,UPI,UK,16401.92
111601,4285,2023-06-09,Home & Kitchen,3,2507.33,Net Banking,USA,7521.99
111602,3063,2023-11-23,Beauty,3,1133.98,UPI,India,3401.94
111603,2979,2023-08-10,Sports,2,4535.07,Credit Card,Canada,9070.14
111604,5348,2023-04-12,Home & Kitchen,2,3979.02,Debit Card,Australia,7958.04
111605,4131,2023-12-12,Beauty,1,3741.87,Credit Card,Canada,3741.87
111606,4092,2023-11-24,Sports,1,227.09,Net Banking,Canada,227.09
111607,5826,2023-03-30,Sports,2,2456.02,Net Banking,Canada,4912.04
111608,4664,2023-06-07,Beauty,3,1732.46,Net Banking,UK,5197.38
111609,3336,2023-03-29,Clothing,4,1753.12,Cash,USA,7012.48
111610,4614,2023-05-13,Beauty,2,673.23,UPI,Australia,1346.46
111611,1497,2023-09-17,Clothing,1,4421.63,Net Banking,UK,4421.63
111612,4817,2023-06-28,Clothing,1,1250.44,Net Banking,USA,1250.44
111613,5643,2023-11-07,Groceries,2,293.71,Debit Card,India,587.42
111614,1131,2023-10-16,Clothing,2,2322.75,Credit Card,Canada,4645.5
111615,1857,2023-04-25,Sports,5,2741.17,Credit Card,India,13705.85
111616,1520,2023-12-15,Groceries,5,1814.72,Cash,Australia,9073.6
111617,1029,2023-10-14,Groceries,2,1870.55,Cash,USA,3741.1
111618,4396,2023-12-30,Groceries,4,1997.1,Credit Card,India,7988.4
111619,5604,2023-03-24,Sports,5,3440.21,Debit Card,Canada,17201.05
111620,2260,2023-08-25,Home & Kitchen,3,1320.73,Credit Card,USA,3962.19
111621,2558,2023-08-27,Beauty,3,4703.4,Net Banking,India,14110.199999999999
111622,1015,2023-03-07,Sports,4,1938.52,Debit Card,UK,7754.08
111623,4605,2023-05-28,Beauty,5,2126.89,Credit Card,Canada,10634.449999999999
111624,2607,2023-07-23,Electronics,2,780.2,Net Banking,UK,1560.4
111625,4517,2023-04-24,Electronics,3,2351.6,Cash,India,7054.799999999999
111626,3016,2023-12-07,Home & Kitchen,4,3497.76,Cash,Australia,13991.04
111627,4574,2023-07-08,Clothing,3,1724.98,UPI,India,5174.9400000000005
111628,2743,2023-10-19,Sports,2,1002.47,Net Banking,Canada,2004.94
111629,4791,2023-03-25,Electronics,4,3849.48,Credit Card,India,15397.92
111630,4634,2023-12-30,Sports,5,2995.2,Net Banking,Australia,14976.0
111631,2088,2023-10-03,Sports,5,2471.02,Cash,USA,12355.1
111632,2361,2023-04-10,Electronics,5,1960.06,UPI,USA,9800.3
111633,4372,2023-10-29,Sports,2,1462.04,Cash,Canada,2924.08
111634,5473,2023-10-01,Groceries,3,623.05,Net Banking,Australia,1869.1499999999999
111635,1475,2023-07-17,Sports,3,1366.58,Net Banking,Australia,4099.74
111636,2289,2023-12-19,Sports,4,1407.72,Cash,Australia,5630.88
111637,1328,2023-02-03,Electronics,2,1711.43,Debit Card,Canada,3422.86
111638,5044,2023-03-20,Sports,4,1397.65,Debit Card,USA,5590.6
111639,2839,2023-05-11,Beauty,2,164.8,Net Banking,USA,329.6
111640,2186,2023-03-13,Groceries,1,1506.2,Net Banking,Canada,1506.2
111641,5533,2023-08-31,Home & Kitchen,1,96.07,Debit Card,Australia,96.07
111642,4414,2023-05-19,Home & Kitchen,1,3695.75,Debit Card,USA,3695.75
111643,4536,2023-06-23,Home & Kitchen,2,990.86,UPI,Canada,1981.72
111644,2773,2023-01-17,Groceries,5,643.07,Cash,Canada,3215.3500000000004
111645,3063,2023-02-16,Electronics,2,3181.36,Credit Card,USA,6362.72
111646,2844,2023-01-30,Electronics,1,4747.83,Net Banking,UK,4747.83
111647,5963,2023-02-09,Beauty,4,4613.51,Cash,USA,18454.04
111648,3558,2023-07-18,Groceries,4,2772.28,Net Banking,USA,11089.12
111649,2262,2023-11-28,Groceries,3,1767.36,Cash,Australia,5302.08
111650,4291,2023-12-07,Beauty,2,1139.97,UPI,Canada,2279.94
111651,2018,2023-06-05,Electronics,1,1948.78,Net Banking,UK,1948.78
111652,2789,2023-10-11,Electronics,3,270.19,Debit Card,India,810.5699999999999
111653,4524,2023-02-28,Clothing,2,2950.59,Cash,Canada,5901.18
111654,4504,2023-12-02,Clothing,5,4540.63,UPI,India,22703.15
111655,1806,2023-11-26,Sports,5,3342.66,Debit Card,Australia,16713.3
111656,3666,2023-08-02,Clothing,4,3115.6,Credit Card,India,12462.4
111657,1404,2023-09-20,Clothing,2,1459.93,Net Banking,Australia,2919.86
111658,1593,2023-11-20,Sports,4,2245.41,Debit Card,Australia,8981.64
111659,4949,2023-01-24,Electronics,2,4770.37,Cash,Australia,9540.74
111660,5107,2023-12-20,Home & Kitchen,2,3719.45,Debit Card,Australia,7438.9
111661,4280,2023-10-24,Groceries,5,361.52,Cash,UK,1807.6
111662,3212,2023-08-27,Clothing,1,979.94,Net Banking,Australia,979.94
111663,2542,2023-02-23,Home & Kitchen,5,2210.27,UPI,UK,11051.35
111664,1613,2023-09-27,Clothing,5,4206.71,Cash,Australia,21033.55
111665,1868,2023-06-21,Beauty,1,4553.76,Cash,Australia,4553.76
111666,1811,2023-11-01,Clothing,2,1678.87,UPI,USA,3357.74
111667,2822,2023-11-15,Beauty,3,918.83,Debit Card,Canada,2756.4900000000002
111668,5862,2023-07-28,Sports,3,664.05,Credit Card,UK,1992.1499999999999
111669,5177,2023-02-14,Groceries,5,455.48,Debit Card,India,2277.4
111670,2744,2023-11-24,Clothing,5,843.37,UPI,India,4216.85
111671,3256,2023-12-28,Beauty,4,545.46,UPI,Canada,2181.84
111672,5042,2023-09-07,Groceries,1,2512.66,Debit Card,USA,2512.66
111673,4667,2023-01-07,Clothing,3,3804.37,UPI,UK,11413.11
111674,1521,2023-09-16,Sports,4,1531.56,UPI,UK,6126.24
111675,2525,2023-03-29,Clothing,5,2594.67,Net Banking,USA,12973.35
111676,2469,2023-07-08,Sports,2,4401.31,Debit Card,India,8802.62
111677,3675,2023-01-30,Electronics,4,4602.33,Net Banking,UK,18409.32
111678,2513,2023-01-05,Home & Kitchen,2,1789.43,Cash,UK,3578.86
111679,5876,2023-12-26,Home & Kitchen,4,3676.93,Credit Card,India,14707.72
111680,2451,2023-07-19,Groceries,4,404.51,Net Banking,Canada,1618.04
111681,5654,2023-01-07,Beauty,3,2886.87,Cash,UK,8660.61
111682,4430,2023-06-16,Home & Kitchen,5,2978.67,Cash,India,14893.35
111683,4007,2023-06-20,Beauty,1,2751.51,Credit Card,UK,2751.51
111684,4124,2023-01-28,Beauty,3,866.87,Debit Card,Australia,2600.61
111685,2753,2023-04-18,Home & Kitchen,1,3347.98,Debit Card,Canada,3347.98
111686,5955,2023-05-27,Home & Kitchen,3,1195.28,Credit Card,Canada,3585.84
111687,2612,2023-10-11,Beauty,2,4590.05,Credit Card,USA,9180.1
111688,4275,2023-04-09,Beauty,1,488.77,Debit Card,Australia,488.77
111689,1555,2023-03-17,Clothing,2,3395.89,Net Banking,Canada,6791.78
111690,5251,2023-04-02,Clothing,2,1978.28,Debit Card,India,3956.56
111691,3049,2023-08-18,Beauty,2,1685.7,Cash,Canada,3371.4
111692,1824,2023-07-17,Home & Kitchen,4,1554.74,Net Banking,Australia,6218.96
111693,3849,2023-05-27,Clothing,3,1889.63,UPI,India,5668.89
111694,4030,2023-03-05,Beauty,3,1201.6,Credit Card,USA,3604.7999999999997
111695,2081,2023-12-13,Sports,4,4222.02,UPI,USA,16888.08
111696,4325,2023-02-19,Beauty,2,3156.59,Debit Card,UK,6313.18
111697,1492,2023-01-10,Groceries,4,3706.58,Net Banking,USA,14826.32
111698,5764,2023-08-13,Groceries,3,1199.42,Net Banking,India,3598.26
111699,1074,2023-03-23,Beauty,5,1089.14,UPI,Australia,5445.700000000001
111700,3991,2023-07-01,Beauty,1,2167.71,Debit Card,Canada,2167.71
111701,4360,2023-01-10,Beauty,5,3556.14,Credit Card,Canada,17780.7
111702,1370,2023-12-26,Clothing,2,4860.99,UPI,UK,9721.98
111703,5682,2023-08-23,Electronics,5,1871.52,Net Banking,India,9357.6
111704,1328,2023-11-06,Clothing,4,4316.85,Net Banking,Canada,17267.4
111705,5685,2023-11-22,Beauty,4,4660.54,Net Banking,UK,18642.16
111706,2790,2023-08-21,Clothing,1,84.49,Debit Card,India,84.49
111707,1776,2023-08-23,Electronics,2,3586.52,Credit Card,UK,7173.04
111708,3022,2023-02-03,Electronics,3,2167.81,Cash,Australia,6503.43
111709,5674,2023-02-12,Electronics,1,2973.04,Debit Card,USA,2973.04
111710,5316,2023-05-13,Sports,2,2666.2,Net Banking,UK,5332.4
111711,2187,2023-04-23,Beauty,3,4337.14,UPI,Australia,13011.420000000002
111712,2503,2023-02-23,Home & Kitchen,1,971.82,Net Banking,UK,971.82
111713,4291,2023-05-22,Home & Kitchen,4,3459.59,Credit Card,USA,13838.36
111714,4325,2023-02-18,Home & Kitchen,5,1293.84,Debit Card,UK,6469.2
111715,1187,2023-09-24,Groceries,5,4182.55,Debit Card,USA,20912.75
111716,2214,2023-06-08,Home & Kitchen,1,4372.75,Debit Card,India,4372.75
111717,4286,2023-05-18,Beauty,2,1110.92,UPI,Canada,2221.84
111718,4446,2023-01-21,Beauty,2,1809.13,Credit Card,India,3618.26
111719,2109,2023-09-11,Groceries,3,2684.81,Net Banking,UK,8054.43
111720,3521,2023-10-29,Sports,1,379.1,Net Banking,USA,379.1
111721,5939,2023-08-11,Beauty,1,2552.76,Debit Card,Canada,2552.76
111722,4879,2023-07-22,Sports,2,3015.07,Credit Card,Australia,6030.14
111723,1530,2023-04-17,Beauty,5,4555.68,UPI,Australia,22778.4
111724,2070,2023-03-15,Groceries,1,1861.41,Credit Card,UK,1861.41
111725,4136,2023-01-20,Sports,1,1239.09,Net Banking,USA,1239.09
111726,1962,2023-10-04,Sports,4,2681.0,Credit Card,India,10724.0
111727,2405,2023-02-26,Sports,3,4093.99,Credit Card,Canada,12281.97
111728,4137,2023-02-26,Groceries,3,2864.85,UPI,UK,8594.55
111729,1516,2023-03-10,Groceries,4,4329.94,Net Banking,UK,17319.76
111730,4164,2023-07-17,Beauty,2,939.79,UPI,India,1879.58
111731,2491,2023-06-01,Groceries,2,4361.37,UPI,UK,8722.74
111732,4689,2023-07-27,Sports,3,2824.14,UPI,Australia,8472.42
111733,5228,2023-07-07,Electronics,1,1450.34,Net Banking,India,1450.34
111734,5409,2023-05-31,Clothing,1,498.65,Cash,India,498.65
111735,1590,2023-02-16,Groceries,2,429.62,Debit Card,India,859.24
111736,2543,2023-07-27,Sports,2,3389.64,UPI,USA,6779.28
111737,4056,2023-08-31,Groceries,4,4749.66,Cash,India,18998.64
111738,3206,2023-06-29,Groceries,5,3638.58,Net Banking,India,18192.9
111739,4339,2023-05-21,Sports,3,3705.6,Credit Card,Canada,11116.8
111740,3708,2023-08-25,Sports,4,1037.6,Net Banking,UK,4150.4
111741,5029,2023-01-08,Groceries,3,1601.68,UPI,Canada,4805.04
111742,1747,2023-04-12,Clothing,5,4008.22,UPI,USA,20041.1
111743,1800,2023-06-09,Beauty,5,2529.06,UPI,USA,12645.3
111744,2497,2023-05-25,Home & Kitchen,4,171.48,UPI,India,685.92
111745,2379,2023-01-05,Electronics,1,1350.66,Credit Card,Canada,1350.66
111746,1679,2023-11-24,Beauty,2,4408.13,UPI,Canada,8816.26
111747,4770,2023-04-04,Groceries,2,4098.58,Cash,Canada,8197.16
111748,4342,2023-08-05,Sports,5,970.71,UPI,USA,4853.55
111749,1896,2023-06-21,Beauty,1,1268.84,Net Banking,India,1268.84
111750,2546,2023-11-20,Sports,1,4721.0,Credit Card,UK,4721.0
111751,4126,2023-05-18,Electronics,5,2044.68,UPI,UK,10223.4
111752,1683,2023-10-31,Beauty,2,744.72,Net Banking,India,1489.44
111753,2295,2023-06-05,Beauty,3,2527.95,Cash,UK,7583.849999999999
111754,2385,2023-09-18,Sports,5,2384.03,Debit Card,Australia,11920.150000000001
111755,1942,2023-10-27,Groceries,1,4865.31,Cash,India,4865.31
111756,4280,2023-06-08,Sports,4,3244.93,UPI,Canada,12979.72
111757,2033,2023-09-29,Clothing,5,2300.06,Cash,USA,11500.3
111758,3786,2023-05-03,Sports,2,1881.75,Credit Card,Australia,3763.5
111759,3233,2023-10-06,Home & Kitchen,5,3089.07,Net Banking,UK,15445.35
111760,4645,2023-12-15,Beauty,4,2686.74,Cash,India,10746.96
111761,2620,2023-01-21,Clothing,2,3362.53,Debit Card,Canada,6725.06
111762,4535,2023-10-06,Sports,3,2769.14,UPI,USA,8307.42
111763,4205,2023-07-27,Home & Kitchen,1,4548.99,Cash,Australia,4548.99
111764,3882,2023-04-28,Electronics,1,69.77,UPI,Canada,69.77
111765,5904,2023-05-03,Electronics,1,2821.87,Net Banking,India,2821.87
111766,1170,2023-07-20,Beauty,5,3974.74,Net Banking,UK,19873.699999999997
111767,2553,2023-12-04,Home & Kitchen,1,493.22,Debit Card,UK,493.22
111768,4897,2023-10-28,Electronics,3,512.72,UPI,India,1538.16
111769,2595,2023-11-24,Groceries,5,518.82,UPI,Canada,2594.1000000000004
111770,2623,2023-04-01,Clothing,3,4711.46,Net Banking,Australia,14134.380000000001
111771,5122,2023-03-22,Beauty,2,4236.57,Cash,Canada,8473.14
111772,2091,2023-08-04,Sports,3,590.41,Debit Card,India,1771.23
111773,3837,2023-10-04,Sports,1,3272.52,UPI,Canada,3272.52
111774,1407,2023-01-01,Electronics,4,2931.89,Net Banking,USA,11727.56
111775,5169,2023-05-24,Sports,3,713.47,Cash,UK,2140.41
111776,1679,2023-09-07,Clothing,5,2661.04,UPI,India,13305.2
111777,5944,2023-06-20,Groceries,3,246.81,Cash,Canada,740.4300000000001
111778,5965,2023-05-14,Sports,3,79.09,UPI,UK,237.27
111779,1236,2023-03-17,Beauty,3,1481.06,Credit Card,Australia,4443.18
111780,3774,2023-04-22,Beauty,3,4600.25,Debit Card,Australia,13800.75
111781,4437,2023-09-07,Electronics,4,2824.89,Cash,Australia,11299.56
111782,4357,2023-09-24,Beauty,4,205.68,Credit Card,USA,822.72
111783,3877,2023-04-06,Clothing,5,222.48,UPI,Canada,1112.3999999999999
111784,3423,2023-08-29,Home & Kitchen,1,642.61,Cash,UK,642.61
111785,5714,2023-10-03,Clothing,4,1394.69,Credit Card,USA,5578.76
111786,4147,2023-10-04,Groceries,2,806.53,Net Banking,India,1613.06
111787,2032,2023-10-19,Sports,3,1161.99,UPI,UK,3485.9700000000003
111788,3854,2023-02-07,Beauty,3,831.86,UPI,India,2495.58
111789,3940,2023-11-08,Groceries,5,3894.18,UPI,UK,19470.899999999998
111790,4701,2023-12-13,Groceries,4,2052.54,Net Banking,USA,8210.16
111791,5070,2023-09-24,Beauty,2,3382.69,Credit Card,Canada,6765.38
111792,4132,2023-10-01,Home & Kitchen,3,1568.82,Cash,USA,4706.46
111793,4460,2023-03-22,Clothing,1,2279.34,Net Banking,Australia,2279.34
111794,5942,2023-04-08,Groceries,2,3066.62,Credit Card,Canada,6133.24
111795,2923,2023-02-14,Clothing,3,386.65,Net Banking,India,1159.9499999999998
111796,1633,2023-06-03,Groceries,3,1299.26,Debit Card,USA,3897.7799999999997
111797,5103,2023-11-11,Beauty,5,4817.88,Credit Card,Australia,24089.4
111798,2392,2023-05-14,Beauty,1,4286.78,UPI,USA,4286.78
111799,4446,2023-02-12,Beauty,5,4645.61,Cash,UK,23228.05
111800,4098,2023-04-04,Beauty,5,247.52,Credit Card,Canada,1237.6000000000001
111801,5944,2023-06-29,Beauty,4,2842.44,Net Banking,India,11369.76
111802,1061,2023-12-25,Clothing,2,1423.68,UPI,Canada,2847.36
111803,3469,2023-09-13,Groceries,4,4232.42,Credit Card,India,16929.68
111804,2817,2023-08-30,Sports,1,3005.77,Debit Card,Canada,3005.77
111805,1632,2023-08-12,Electronics,5,988.37,Credit Card,USA,4941.85
111806,5887,2023-01-17,Home & Kitchen,4,391.34,Cash,Canada,1565.36
111807,3598,2023-11-29,Electronics,1,3525.0,Credit Card,USA,3525.0
111808,4451,2023-04-27,Sports,2,4651.99,UPI,Canada,9303.98
111809,2300,2023-02-15,Groceries,1,1636.22,UPI,India,1636.22
111810,3653,2023-06-18,Clothing,4,2194.31,UPI,India,8777.24
111811,2454,2023-05-21,Sports,3,3678.05,Debit Card,UK,11034.150000000001
111812,2138,2023-08-02,Groceries,3,2975.58,Credit Card,Canada,8926.74
111813,4192,2023-08-13,Home & Kitchen,2,3112.13,Debit Card,UK,6224.26
111814,5620,2023-06-27,Sports,2,1357.55,Credit Card,Canada,2715.1
111815,5994,2023-02-17,Groceries,1,573.92,UPI,UK,573.92
111816,3210,2023-04-09,Beauty,2,2386.94,Debit Card,Canada,4773.88
111817,5882,2023-10-10,Electronics,5,2789.93,Net Banking,Australia,13949.65
111818,4759,2023-09-19,Home & Kitchen,5,3862.47,Debit Card,Australia,19312.35
111819,4029,2023-02-27,Home & Kitchen,5,441.39,Net Banking,UK,2206.95
111820,2360,2023-09-10,Electronics,5,983.9,Credit Card,Canada,4919.5
111821,3426,2023-07-10,Clothing,2,1172.02,Net Banking,Australia,2344.04
111822,5268,2023-01-01,Electronics,2,2749.56,Net Banking,India,5499.12
111823,1063,2023-08-23,Electronics,1,2092.42,Net Banking,USA,2092.42
111824,2345,2023-10-11,Electronics,3,3543.85,UPI,USA,10631.55
111825,1974,2023-10-12,Clothing,3,4310.05,Cash,USA,12930.150000000001
111826,5161,2023-12-18,Home & Kitchen,1,3127.96,Net Banking,UK,3127.96
111827,4628,2023-06-05,Sports,2,4362.66,Credit Card,India,8725.32
111828,2622,2023-04-01,Groceries,2,3307.63,Debit Card,USA,6615.26
111829,1457,2023-07-29,Electronics,1,2962.41,UPI,Canada,2962.41
111830,4330,2023-11-20,Clothing,2,2718.75,UPI,India,5437.5
111831,2740,2023-08-18,Groceries,4,2533.55,Credit Card,UK,10134.2
111832,4026,2023-09-10,Sports,2,891.95,Debit Card,UK,1783.9
111833,2954,2023-08-31,Sports,2,2489.34,UPI,Australia,4978.68
111834,1279,2023-02-10,Groceries,1,3896.83,UPI,Australia,3896.83
111835,3391,2023-12-28,Home & Kitchen,3,2756.62,Debit Card,Australia,8269.86
111836,2040,2023-05-03,Sports,2,2167.01,Net Banking,USA,4334.02
111837,1961,2023-07-16,Beauty,4,4702.6,Debit Card,USA,18810.4
111838,4845,2023-05-30,Groceries,4,150.86,Debit Card,UK,603.44
111839,2217,2023-08-28,Electronics,4,677.26,Net Banking,UK,2709.04
111840,4220,2023-11-09,Groceries,4,4483.02,Cash,Australia,17932.08
111841,1374,2023-10-05,Beauty,5,639.64,Credit Card,Canada,3198.2
111842,5130,2023-11-18,Beauty,3,2805.02,UPI,India,8415.06
111843,2392,2023-02-12,Home & Kitchen,5,4601.33,UPI,Australia,23006.65
111844,3076,2023-02-03,Clothing,1,3441.41,Cash,Canada,3441.41
111845,1774,2023-04-24,Sports,2,2232.32,Credit Card,Canada,4464.64
111846,5316,2023-01-02,Sports,2,451.8,Net Banking,UK,903.6
111847,4424,2023-08-26,Sports,5,1060.75,UPI,UK,5303.75
111848,3123,2023-09-04,Home & Kitchen,3,3541.68,Credit Card,India,10625.039999999999
111849,5589,2023-02-28,Sports,3,3476.02,Cash,Canada,10428.06
111850,4593,2023-02-05,Beauty,3,2946.94,Cash,Canada,8840.82
111851,1279,2023-08-20,Clothing,5,2635.68,Debit Card,India,13178.4
111852,5841,2023-01-08,Sports,1,1484.91,Net Banking,Australia,1484.91
111853,3811,2023-06-10,Sports,2,3228.8,Net Banking,Canada,6457.6
111854,3342,2023-10-16,Sports,5,4738.89,Debit Card,Canada,23694.45
111855,2474,2023-01-18,Sports,5,3292.5,Cash,USA,16462.5
111856,2857,2023-03-05,Sports,3,4415.44,UPI,India,13246.32
111857,3889,2023-03-02,Home & Kitchen,5,3593.81,Net Banking,Canada,17969.05
111858,2059,2023-03-24,Electronics,5,3772.27,Net Banking,USA,18861.35
111859,2922,2023-01-10,Groceries,4,693.55,Debit Card,India,2774.2
111860,4799,2023-04-16,Electronics,3,530.98,Debit Card,USA,1592.94
111861,5592,2023-08-21,Electronics,1,1620.07,Net Banking,UK,1620.07
111862,3473,2023-08-10,Groceries,2,1911.93,UPI,Canada,3823.86
111863,5139,2023-10-05,Sports,1,3206.63,Debit Card,UK,3206.63
111864,2851,2023-02-08,Groceries,3,2018.09,Debit Card,UK,6054.2699999999995
111865,4541,2023-12-24,Sports,1,1625.1,Debit Card,UK,1625.1
111866,5549,2023-11-17,Beauty,5,4971.01,Net Banking,India,24855.050000000003
111867,1594,2023-10-13,Groceries,1,2983.5,UPI,Canada,2983.5
111868,1506,2023-05-13,Electronics,4,365.23,Net Banking,USA,1460.92
111869,5889,2023-08-31,Sports,3,149.86,Cash,Canada,449.58000000000004
111870,1020,2023-10-09,Sports,5,3687.33,Debit Card,Australia,18436.65
111871,2399,2023-04-30,Groceries,1,2340.09,Credit Card,USA,2340.09
111872,4201,2023-03-04,Beauty,5,4479.04,UPI,USA,22395.2
111873,3461,2023-06-23,Clothing,4,3734.24,Debit Card,UK,14936.96
111874,4678,2023-01-31,Home & Kitchen,5,3977.32,Debit Card,Canada,19886.600000000002
111875,1336,2023-08-19,Sports,2,1114.35,Credit Card,Australia,2228.7
111876,2667,2023-06-18,Electronics,4,1765.75,Net Banking,Canada,7063.0
111877,4576,2023-05-20,Groceries,4,3418.47,Net Banking,India,13673.88
111878,1909,2023-09-30,Clothing,3,4223.9,Net Banking,USA,12671.699999999999
111879,1275,2023-05-26,Home & Kitchen,3,4059.98,Net Banking,India,12179.94
111880,1891,2023-07-13,Home & Kitchen,3,1718.8,Credit Card,Canada,5156.4
111881,1012,2023-12-14,Sports,2,2979.0,Credit Card,Australia,5958.0
111882,5057,2023-09-01,Home & Kitchen,5,66.92,UPI,Canada,334.6
111883,4025,2023-10-22,Sports,2,4668.08,Credit Card,Canada,9336.16
111884,1973,2023-03-15,Electronics,1,1427.88,Credit Card,USA,1427.88
111885,5270,2023-05-16,Home & Kitchen,1,661.09,Credit Card,USA,661.09
